"Notes"	"Cancer Sites"	"Cancer Sites Code"	"States"	"States Code"	"Year"	"Year Code"	Count	Population	Age-Adjusted Rate	Crude Rate
	"Other Digestive Organs"	"21130"	"Kansas"	"20"	"2007"	"2007"	Suppressed	2783785	Suppressed	Suppressed
	"Other Digestive Organs"	"21130"	"Kansas"	"20"	"2008"	"2008"	Suppressed	2808076	Suppressed	Suppressed
	"Other Digestive Organs"	"21130"	"Kansas"	"20"	"2009"	"2009"	Suppressed	2832704	Suppressed	Suppressed
	"Other Digestive Organs"	"21130"	"Kansas"	"20"	"2010"	"2010"	Suppressed	2858825	Suppressed	Suppressed
	"Other Digestive Organs"	"21130"	"Kansas"	"20"	"2011"	"2011"	Suppressed	2872711	Suppressed	Suppressed
	"Other Digestive Organs"	"21130"	"Kansas"	"20"	"2012"	"2012"	Suppressed	2891541	Suppressed	Suppressed
	"Other Digestive Organs"	"21130"	"Kansas"	"20"	"2013"	"2013"	16	2902190	0.4	0.6
	"Other Digestive Organs"	"21130"	"Kansas"	"20"	"2014"	"2014"	Suppressed	2912032	Suppressed	Suppressed
	"Other Digestive Organs"	"21130"	"Kansas"	"20"	"2015"	"2015"	Suppressed	2923211	Suppressed	Suppressed
	"Other Digestive Organs"	"21130"	"Kansas"	"20"	"2016"	"2016"	Suppressed	2927628	Suppressed	Suppressed
	"Other Digestive Organs"	"21130"	"Kansas"	"20"	"2017"	"2017"	Suppressed	2927546	Suppressed	Suppressed
	"Other Digestive Organs"	"21130"	"Kansas"	"20"	"2018"	"2018"	Suppressed	2931560	Suppressed	Suppressed
	"Other Digestive Organs"	"21130"	"Kansas"	"20"	"2019"	"2019"	16	2933672	0.4	0.5
	"Other Digestive Organs"	"21130"	"Kansas"	"20"	"2020"	"2020"	Suppressed	2937919	Suppressed	Suppressed
	"Other Digestive Organs"	"21130"	"Kansas"	"20"	"2021"	"2021"	Suppressed	2937922	Suppressed	Suppressed
	"Respiratory System"	"22010-22060"	"Kansas"	"20"	"1999"	"1999"	1937	2678338	71.7	72.3
	"Respiratory System"	"22010-22060"	"Kansas"	"20"	"2000"	"2000"	1926	2693681	70.9	71.5
	"Respiratory System"	"22010-22060"	"Kansas"	"20"	"2001"	"2001"	1925	2702162	70.2	71.2
	"Respiratory System"	"22010-22060"	"Kansas"	"20"	"2002"	"2002"	1857	2713535	67.3	68.4
	"Respiratory System"	"22010-22060"	"Kansas"	"20"	"2003"	"2003"	1975	2723004	70.7	72.5
	"Respiratory System"	"22010-22060"	"Kansas"	"20"	"2004"	"2004"	1914	2734373	67.8	70.0
	"Respiratory System"	"22010-22060"	"Kansas"	"20"	"2005"	"2005"	2055	2745299	71.6	74.9
	"Respiratory System"	"22010-22060"	"Kansas"	"20"	"2006"	"2006"	2024	2762931	70.0	73.3
	"Respiratory System"	"22010-22060"	"Kansas"	"20"	"2007"	"2007"	2064	2783785	70.0	74.1
	"Respiratory System"	"22010-22060"	"Kansas"	"20"	"2008"	"2008"	2058	2808076	69.0	73.3
	"Respiratory System"	"22010-22060"	"Kansas"	"20"	"2009"	"2009"	2066	2832704	67.6	72.9
	"Respiratory System"	"22010-22060"	"Kansas"	"20"	"2010"	"2010"	2029	2858825	65.3	71.0
	"Respiratory System"	"22010-22060"	"Kansas"	"20"	"2011"	"2011"	2040	2872711	64.7	71.0
	"Respiratory System"	"22010-22060"	"Kansas"	"20"	"2012"	"2012"	2034	2891541	63.2	70.3
	"Respiratory System"	"22010-22060"	"Kansas"	"20"	"2013"	"2013"	2142	2902190	66.0	73.8
	"Respiratory System"	"22010-22060"	"Kansas"	"20"	"2014"	"2014"	2068	2912032	62.7	71.0
	"Respiratory System"	"22010-22060"	"Kansas"	"20"	"2015"	"2015"	2115	2923211	63.1	72.4
	"Respiratory System"	"22010-22060"	"Kansas"	"20"	"2016"	"2016"	1997	2927628	58.3	68.2
	"Respiratory System"	"22010-22060"	"Kansas"	"20"	"2017"	"2017"	2033	2927546	58.1	69.4
	"Respiratory System"	"22010-22060"	"Kansas"	"20"	"2018"	"2018"	2084	2931560	58.3	71.1
	"Respiratory System"	"22010-22060"	"Kansas"	"20"	"2019"	"2019"	2133	2933672	58.5	72.7
	"Respiratory System"	"22010-22060"	"Kansas"	"20"	"2020"	"2020"	1916	2937919	51.7	65.2
	"Respiratory System"	"22010-22060"	"Kansas"	"20"	"2021"	"2021"	2000	2937922	53.0	68.1
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Kansas"	"20"	"1999"	"1999"	Suppressed	2678338	Suppressed	Suppressed
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Kansas"	"20"	"2000"	"2000"	21	2693681	0.8	0.8
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Kansas"	"20"	"2001"	"2001"	22	2702162	0.8	0.8
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Kansas"	"20"	"2002"	"2002"	20	2713535	0.7	0.7
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Kansas"	"20"	"2003"	"2003"	27	2723004	1.0	1.0
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Kansas"	"20"	"2004"	"2004"	20	2734373	0.7	0.7
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Kansas"	"20"	"2005"	"2005"	Suppressed	2745299	Suppressed	Suppressed
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Kansas"	"20"	"2006"	"2006"	18	2762931	0.6	0.7
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Kansas"	"20"	"2007"	"2007"	20	2783785	0.7	0.7
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Kansas"	"20"	"2008"	"2008"	Suppressed	2808076	Suppressed	Suppressed
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Kansas"	"20"	"2009"	"2009"	22	2832704	0.7	0.8
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Kansas"	"20"	"2010"	"2010"	26	2858825	0.8	0.9
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Kansas"	"20"	"2011"	"2011"	19	2872711	0.6	0.7
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Kansas"	"20"	"2012"	"2012"	26	2891541	0.8	0.9
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Kansas"	"20"	"2013"	"2013"	24	2902190	0.8	0.8
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Kansas"	"20"	"2014"	"2014"	27	2912032	0.8	0.9
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Kansas"	"20"	"2015"	"2015"	22	2923211	0.7	0.8
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Kansas"	"20"	"2016"	"2016"	18	2927628	0.5	0.6
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Kansas"	"20"	"2017"	"2017"	19	2927546	0.5	0.6
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Kansas"	"20"	"2018"	"2018"	23	2931560	0.7	0.8
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Kansas"	"20"	"2019"	"2019"	21	2933672	0.6	0.7
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Kansas"	"20"	"2020"	"2020"	20	2937919	0.5	0.7
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Kansas"	"20"	"2021"	"2021"	21	2937922	0.6	0.7
	"Larynx"	"22020"	"Kansas"	"20"	"1999"	"1999"	105	2678338	3.9	3.9
	"Larynx"	"22020"	"Kansas"	"20"	"2000"	"2000"	134	2693681	5.0	5.0
	"Larynx"	"22020"	"Kansas"	"20"	"2001"	"2001"	115	2702162	4.3	4.3
	"Larynx"	"22020"	"Kansas"	"20"	"2002"	"2002"	105	2713535	3.8	3.9
	"Larynx"	"22020"	"Kansas"	"20"	"2003"	"2003"	110	2723004	4.0	4.0
	"Larynx"	"22020"	"Kansas"	"20"	"2004"	"2004"	107	2734373	3.8	3.9
	"Larynx"	"22020"	"Kansas"	"20"	"2005"	"2005"	125	2745299	4.3	4.6
	"Larynx"	"22020"	"Kansas"	"20"	"2006"	"2006"	105	2762931	3.6	3.8
	"Larynx"	"22020"	"Kansas"	"20"	"2007"	"2007"	111	2783785	3.7	4.0
	"Larynx"	"22020"	"Kansas"	"20"	"2008"	"2008"	107	2808076	3.5	3.8
	"Larynx"	"22020"	"Kansas"	"20"	"2009"	"2009"	98	2832704	3.1	3.5
	"Larynx"	"22020"	"Kansas"	"20"	"2010"	"2010"	131	2858825	4.0	4.6
	"Larynx"	"22020"	"Kansas"	"20"	"2011"	"2011"	94	2872711	2.8	3.3
	"Larynx"	"22020"	"Kansas"	"20"	"2012"	"2012"	124	2891541	3.8	4.3
	"Larynx"	"22020"	"Kansas"	"20"	"2013"	"2013"	113	2902190	3.5	3.9
	"Larynx"	"22020"	"Kansas"	"20"	"2014"	"2014"	93	2912032	2.7	3.2
	"Larynx"	"22020"	"Kansas"	"20"	"2015"	"2015"	107	2923211	3.2	3.7
	"Larynx"	"22020"	"Kansas"	"20"	"2016"	"2016"	99	2927628	2.9	3.4
	"Larynx"	"22020"	"Kansas"	"20"	"2017"	"2017"	98	2927546	2.7	3.3
	"Larynx"	"22020"	"Kansas"	"20"	"2018"	"2018"	110	2931560	3.1	3.8
	"Larynx"	"22020"	"Kansas"	"20"	"2019"	"2019"	106	2933672	2.8	3.6
	"Larynx"	"22020"	"Kansas"	"20"	"2020"	"2020"	106	2937919	2.8	3.6
	"Larynx"	"22020"	"Kansas"	"20"	"2021"	"2021"	109	2937922	2.9	3.7
	"Lung and Bronchus"	"22030"	"Kansas"	"20"	"1999"	"1999"	1811	2678338	67.0	67.6
	"Lung and Bronchus"	"22030"	"Kansas"	"20"	"2000"	"2000"	1764	2693681	64.9	65.5
	"Lung and Bronchus"	"22030"	"Kansas"	"20"	"2001"	"2001"	1783	2702162	64.9	66.0
	"Lung and Bronchus"	"22030"	"Kansas"	"20"	"2002"	"2002"	1728	2713535	62.7	63.7
	"Lung and Bronchus"	"22030"	"Kansas"	"20"	"2003"	"2003"	1833	2723004	65.6	67.3
	"Lung and Bronchus"	"22030"	"Kansas"	"20"	"2004"	"2004"	1782	2734373	63.0	65.2
	"Lung and Bronchus"	"22030"	"Kansas"	"20"	"2005"	"2005"	1908	2745299	66.5	69.5
	"Lung and Bronchus"	"22030"	"Kansas"	"20"	"2006"	"2006"	1894	2762931	65.6	68.6
	"Lung and Bronchus"	"22030"	"Kansas"	"20"	"2007"	"2007"	1924	2783785	65.4	69.1
	"Lung and Bronchus"	"22030"	"Kansas"	"20"	"2008"	"2008"	1927	2808076	64.7	68.6
	"Lung and Bronchus"	"22030"	"Kansas"	"20"	"2009"	"2009"	1940	2832704	63.6	68.5
	"Lung and Bronchus"	"22030"	"Kansas"	"20"	"2010"	"2010"	1864	2858825	60.2	65.2
	"Lung and Bronchus"	"22030"	"Kansas"	"20"	"2011"	"2011"	1920	2872711	61.0	66.8
	"Lung and Bronchus"	"22030"	"Kansas"	"20"	"2012"	"2012"	1881	2891541	58.4	65.1
	"Lung and Bronchus"	"22030"	"Kansas"	"20"	"2013"	"2013"	1996	2902190	61.5	68.8
	"Lung and Bronchus"	"22030"	"Kansas"	"20"	"2014"	"2014"	1943	2912032	59.1	66.7
	"Lung and Bronchus"	"22030"	"Kansas"	"20"	"2015"	"2015"	1977	2923211	58.9	67.6
	"Lung and Bronchus"	"22030"	"Kansas"	"20"	"2016"	"2016"	1872	2927628	54.6	63.9
	"Lung and Bronchus"	"22030"	"Kansas"	"20"	"2017"	"2017"	1905	2927546	54.6	65.1
	"Lung and Bronchus"	"22030"	"Kansas"	"20"	"2018"	"2018"	1943	2931560	54.4	66.3
	"Lung and Bronchus"	"22030"	"Kansas"	"20"	"2019"	"2019"	1997	2933672	54.8	68.1
	"Lung and Bronchus"	"22030"	"Kansas"	"20"	"2020"	"2020"	1786	2937919	48.3	60.8
	"Lung and Bronchus"	"22030"	"Kansas"	"20"	"2021"	"2021"	1863	2937922	49.3	63.4
	"Pleura"	"22050"	"Kansas"	"20"	"1999"	"1999"	0	2678338	0.0	0.0
	"Pleura"	"22050"	"Kansas"	"20"	"2000"	"2000"	0	2693681	0.0	0.0
	"Pleura"	"22050"	"Kansas"	"20"	"2001"	"2001"	0	2702162	0.0	0.0
	"Pleura"	"22050"	"Kansas"	"20"	"2002"	"2002"	Suppressed	2713535	Suppressed	Suppressed
	"Pleura"	"22050"	"Kansas"	"20"	"2003"	"2003"	0	2723004	0.0	0.0
	"Pleura"	"22050"	"Kansas"	"20"	"2004"	"2004"	0	2734373	0.0	0.0
	"Pleura"	"22050"	"Kansas"	"20"	"2005"	"2005"	Suppressed	2745299	Suppressed	Suppressed
	"Pleura"	"22050"	"Kansas"	"20"	"2006"	"2006"	0	2762931	0.0	0.0
	"Pleura"	"22050"	"Kansas"	"20"	"2007"	"2007"	Suppressed	2783785	Suppressed	Suppressed
	"Pleura"	"22050"	"Kansas"	"20"	"2008"	"2008"	Suppressed	2808076	Suppressed	Suppressed
	"Pleura"	"22050"	"Kansas"	"20"	"2009"	"2009"	0	2832704	0.0	0.0
	"Pleura"	"22050"	"Kansas"	"20"	"2010"	"2010"	Suppressed	2858825	Suppressed	Suppressed
	"Pleura"	"22050"	"Kansas"	"20"	"2011"	"2011"	Suppressed	2872711	Suppressed	Suppressed
	"Pleura"	"22050"	"Kansas"	"20"	"2012"	"2012"	Suppressed	2891541	Suppressed	Suppressed
	"Pleura"	"22050"	"Kansas"	"20"	"2013"	"2013"	0	2902190	0.0	0.0
	"Pleura"	"22050"	"Kansas"	"20"	"2014"	"2014"	Suppressed	2912032	Suppressed	Suppressed
	"Pleura"	"22050"	"Kansas"	"20"	"2015"	"2015"	Suppressed	2923211	Suppressed	Suppressed
	"Pleura"	"22050"	"Kansas"	"20"	"2016"	"2016"	Suppressed	2927628	Suppressed	Suppressed
	"Pleura"	"22050"	"Kansas"	"20"	"2017"	"2017"	Suppressed	2927546	Suppressed	Suppressed
	"Pleura"	"22050"	"Kansas"	"20"	"2018"	"2018"	0	2931560	0.0	0.0
	"Pleura"	"22050"	"Kansas"	"20"	"2019"	"2019"	Suppressed	2933672	Suppressed	Suppressed
	"Pleura"	"22050"	"Kansas"	"20"	"2020"	"2020"	Suppressed	2937919	Suppressed	Suppressed
	"Pleura"	"22050"	"Kansas"	"20"	"2021"	"2021"	Suppressed	2937922	Suppressed	Suppressed
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"Kansas"	"20"	"1999"	"1999"	Suppressed	2678338	Suppressed	Suppressed
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"Kansas"	"20"	"2000"	"2000"	Suppressed	2693681	Suppressed	Suppressed
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"Kansas"	"20"	"2001"	"2001"	Suppressed	2702162	Suppressed	Suppressed
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"Kansas"	"20"	"2002"	"2002"	Suppressed	2713535	Suppressed	Suppressed
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"Kansas"	"20"	"2003"	"2003"	Suppressed	2723004	Suppressed	Suppressed
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"Kansas"	"20"	"2004"	"2004"	Suppressed	2734373	Suppressed	Suppressed
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"Kansas"	"20"	"2005"	"2005"	Suppressed	2745299	Suppressed	Suppressed
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"Kansas"	"20"	"2006"	"2006"	Suppressed	2762931	Suppressed	Suppressed
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"Kansas"	"20"	"2007"	"2007"	Suppressed	2783785	Suppressed	Suppressed
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"Kansas"	"20"	"2008"	"2008"	Suppressed	2808076	Suppressed	Suppressed
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"Kansas"	"20"	"2009"	"2009"	Suppressed	2832704	Suppressed	Suppressed
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"Kansas"	"20"	"2010"	"2010"	Suppressed	2858825	Suppressed	Suppressed
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"Kansas"	"20"	"2011"	"2011"	Suppressed	2872711	Suppressed	Suppressed
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"Kansas"	"20"	"2012"	"2012"	Suppressed	2891541	Suppressed	Suppressed
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"Kansas"	"20"	"2013"	"2013"	Suppressed	2902190	Suppressed	Suppressed
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"Kansas"	"20"	"2014"	"2014"	Suppressed	2912032	Suppressed	Suppressed
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"Kansas"	"20"	"2015"	"2015"	Suppressed	2923211	Suppressed	Suppressed
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"Kansas"	"20"	"2016"	"2016"	Suppressed	2927628	Suppressed	Suppressed
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"Kansas"	"20"	"2017"	"2017"	Suppressed	2927546	Suppressed	Suppressed
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"Kansas"	"20"	"2018"	"2018"	Suppressed	2931560	Suppressed	Suppressed
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"Kansas"	"20"	"2019"	"2019"	Suppressed	2933672	Suppressed	Suppressed
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"Kansas"	"20"	"2020"	"2020"	Suppressed	2937919	Suppressed	Suppressed
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"Kansas"	"20"	"2021"	"2021"	Suppressed	2937922	Suppressed	Suppressed
	"Bones and Joints"	"23000"	"Kansas"	"20"	"1999"	"1999"	33	2678338	1.2	1.2
	"Bones and Joints"	"23000"	"Kansas"	"20"	"2000"	"2000"	32	2693681	1.2	1.2
	"Bones and Joints"	"23000"	"Kansas"	"20"	"2001"	"2001"	30	2702162	1.1	1.1
	"Bones and Joints"	"23000"	"Kansas"	"20"	"2002"	"2002"	28	2713535	1.0	1.0
	"Bones and Joints"	"23000"	"Kansas"	"20"	"2003"	"2003"	38	2723004	1.3	1.4
	"Bones and Joints"	"23000"	"Kansas"	"20"	"2004"	"2004"	31	2734373	1.1	1.1
	"Bones and Joints"	"23000"	"Kansas"	"20"	"2005"	"2005"	27	2745299	1.0	1.0
	"Bones and Joints"	"23000"	"Kansas"	"20"	"2006"	"2006"	28	2762931	1.0	1.0
	"Bones and Joints"	"23000"	"Kansas"	"20"	"2007"	"2007"	39	2783785	1.4	1.4
	"Bones and Joints"	"23000"	"Kansas"	"20"	"2008"	"2008"	24	2808076	0.8	0.9
	"Bones and Joints"	"23000"	"Kansas"	"20"	"2009"	"2009"	29	2832704	1.0	1.0
	"Bones and Joints"	"23000"	"Kansas"	"20"	"2010"	"2010"	33	2858825	1.2	1.2
	"Bones and Joints"	"23000"	"Kansas"	"20"	"2011"	"2011"	25	2872711	0.9	0.9
	"Bones and Joints"	"23000"	"Kansas"	"20"	"2012"	"2012"	30	2891541	1.0	1.0
	"Bones and Joints"	"23000"	"Kansas"	"20"	"2013"	"2013"	38	2902190	1.3	1.3
	"Bones and Joints"	"23000"	"Kansas"	"20"	"2014"	"2014"	34	2912032	1.2	1.2
	"Bones and Joints"	"23000"	"Kansas"	"20"	"2015"	"2015"	24	2923211	0.8	0.8
	"Bones and Joints"	"23000"	"Kansas"	"20"	"2016"	"2016"	31	2927628	1.0	1.1
	"Bones and Joints"	"23000"	"Kansas"	"20"	"2017"	"2017"	31	2927546	1.0	1.1
	"Bones and Joints"	"23000"	"Kansas"	"20"	"2018"	"2018"	32	2931560	1.0	1.1
	"Bones and Joints"	"23000"	"Kansas"	"20"	"2019"	"2019"	47	2933672	1.4	1.6
	"Bones and Joints"	"23000"	"Kansas"	"20"	"2020"	"2020"	24	2937919	0.8	0.8
	"Bones and Joints"	"23000"	"Kansas"	"20"	"2021"	"2021"	25	2937922	0.8	0.9
	"Soft Tissue including Heart"	"24000"	"Kansas"	"20"	"1999"	"1999"	74	2678338	2.7	2.8
	"Soft Tissue including Heart"	"24000"	"Kansas"	"20"	"2000"	"2000"	63	2693681	2.3	2.3
	"Soft Tissue including Heart"	"24000"	"Kansas"	"20"	"2001"	"2001"	63	2702162	2.3	2.3
	"Soft Tissue including Heart"	"24000"	"Kansas"	"20"	"2002"	"2002"	70	2713535	2.6	2.6
	"Soft Tissue including Heart"	"24000"	"Kansas"	"20"	"2003"	"2003"	92	2723004	3.3	3.4
	"Soft Tissue including Heart"	"24000"	"Kansas"	"20"	"2004"	"2004"	90	2734373	3.2	3.3
	"Soft Tissue including Heart"	"24000"	"Kansas"	"20"	"2005"	"2005"	95	2745299	3.4	3.5
	"Soft Tissue including Heart"	"24000"	"Kansas"	"20"	"2006"	"2006"	114	2762931	4.0	4.1
	"Soft Tissue including Heart"	"24000"	"Kansas"	"20"	"2007"	"2007"	85	2783785	3.0	3.1
	"Soft Tissue including Heart"	"24000"	"Kansas"	"20"	"2008"	"2008"	101	2808076	3.4	3.6
	"Soft Tissue including Heart"	"24000"	"Kansas"	"20"	"2009"	"2009"	103	2832704	3.4	3.6
	"Soft Tissue including Heart"	"24000"	"Kansas"	"20"	"2010"	"2010"	132	2858825	4.3	4.6
	"Soft Tissue including Heart"	"24000"	"Kansas"	"20"	"2011"	"2011"	121	2872711	4.0	4.2
	"Soft Tissue including Heart"	"24000"	"Kansas"	"20"	"2012"	"2012"	125	2891541	4.2	4.3
	"Soft Tissue including Heart"	"24000"	"Kansas"	"20"	"2013"	"2013"	120	2902190	3.8	4.1
	"Soft Tissue including Heart"	"24000"	"Kansas"	"20"	"2014"	"2014"	96	2912032	3.0	3.3
	"Soft Tissue including Heart"	"24000"	"Kansas"	"20"	"2015"	"2015"	130	2923211	3.9	4.4
	"Soft Tissue including Heart"	"24000"	"Kansas"	"20"	"2016"	"2016"	114	2927628	3.7	3.9
	"Soft Tissue including Heart"	"24000"	"Kansas"	"20"	"2017"	"2017"	134	2927546	4.2	4.6
	"Soft Tissue including Heart"	"24000"	"Kansas"	"20"	"2018"	"2018"	107	2931560	3.3	3.6
	"Soft Tissue including Heart"	"24000"	"Kansas"	"20"	"2019"	"2019"	119	2933672	3.7	4.1
	"Soft Tissue including Heart"	"24000"	"Kansas"	"20"	"2020"	"2020"	102	2937919	3.1	3.5
	"Soft Tissue including Heart"	"24000"	"Kansas"	"20"	"2021"	"2021"	72	2937922	2.2	2.5
	"Skin excluding Basal and Squamous"	"25010-25020"	"Kansas"	"20"	"1999"	"1999"	512	2678338	19.1	19.1
	"Skin excluding Basal and Squamous"	"25010-25020"	"Kansas"	"20"	"2000"	"2000"	497	2693681	18.4	18.5
	"Skin excluding Basal and Squamous"	"25010-25020"	"Kansas"	"20"	"2001"	"2001"	540	2702162	19.9	20.0
	"Skin excluding Basal and Squamous"	"25010-25020"	"Kansas"	"20"	"2002"	"2002"	569	2713535	20.8	21.0
	"Skin excluding Basal and Squamous"	"25010-25020"	"Kansas"	"20"	"2003"	"2003"	563	2723004	20.4	20.7
	"Skin excluding Basal and Squamous"	"25010-25020"	"Kansas"	"20"	"2004"	"2004"	594	2734373	21.3	21.7
	"Skin excluding Basal and Squamous"	"25010-25020"	"Kansas"	"20"	"2005"	"2005"	619	2745299	22.0	22.5
	"Skin excluding Basal and Squamous"	"25010-25020"	"Kansas"	"20"	"2006"	"2006"	699	2762931	24.4	25.3
	"Skin excluding Basal and Squamous"	"25010-25020"	"Kansas"	"20"	"2007"	"2007"	689	2783785	23.8	24.8
	"Skin excluding Basal and Squamous"	"25010-25020"	"Kansas"	"20"	"2008"	"2008"	768	2808076	26.2	27.3
	"Skin excluding Basal and Squamous"	"25010-25020"	"Kansas"	"20"	"2009"	"2009"	800	2832704	26.3	28.2
	"Skin excluding Basal and Squamous"	"25010-25020"	"Kansas"	"20"	"2010"	"2010"	772	2858825	25.7	27.0
	"Skin excluding Basal and Squamous"	"25010-25020"	"Kansas"	"20"	"2011"	"2011"	807	2872711	26.8	28.1
	"Skin excluding Basal and Squamous"	"25010-25020"	"Kansas"	"20"	"2012"	"2012"	817	2891541	26.5	28.3
	"Skin excluding Basal and Squamous"	"25010-25020"	"Kansas"	"20"	"2013"	"2013"	841	2902190	26.8	29.0
	"Skin excluding Basal and Squamous"	"25010-25020"	"Kansas"	"20"	"2014"	"2014"	866	2912032	27.5	29.7
	"Skin excluding Basal and Squamous"	"25010-25020"	"Kansas"	"20"	"2015"	"2015"	938	2923211	29.4	32.1
	"Skin excluding Basal and Squamous"	"25010-25020"	"Kansas"	"20"	"2016"	"2016"	946	2927628	29.6	32.3
	"Skin excluding Basal and Squamous"	"25010-25020"	"Kansas"	"20"	"2017"	"2017"	1037	2927546	31.7	35.4
	"Skin excluding Basal and Squamous"	"25010-25020"	"Kansas"	"20"	"2018"	"2018"	959	2931560	29.4	32.7
	"Skin excluding Basal and Squamous"	"25010-25020"	"Kansas"	"20"	"2019"	"2019"	1054	2933672	31.7	35.9
	"Skin excluding Basal and Squamous"	"25010-25020"	"Kansas"	"20"	"2020"	"2020"	859	2937919	25.2	29.2
	"Skin excluding Basal and Squamous"	"25010-25020"	"Kansas"	"20"	"2021"	"2021"	923	2937922	27.3	31.4
	"Melanoma of the Skin"	"25010"	"Kansas"	"20"	"1999"	"1999"	457	2678338	17.1	17.1
	"Melanoma of the Skin"	"25010"	"Kansas"	"20"	"2000"	"2000"	440	2693681	16.4	16.3
	"Melanoma of the Skin"	"25010"	"Kansas"	"20"	"2001"	"2001"	471	2702162	17.4	17.4
	"Melanoma of the Skin"	"25010"	"Kansas"	"20"	"2002"	"2002"	515	2713535	18.9	19.0
	"Melanoma of the Skin"	"25010"	"Kansas"	"20"	"2003"	"2003"	518	2723004	18.7	19.0
	"Melanoma of the Skin"	"25010"	"Kansas"	"20"	"2004"	"2004"	537	2734373	19.3	19.6
	"Melanoma of the Skin"	"25010"	"Kansas"	"20"	"2005"	"2005"	561	2745299	20.0	20.4
	"Melanoma of the Skin"	"25010"	"Kansas"	"20"	"2006"	"2006"	646	2762931	22.7	23.4
	"Melanoma of the Skin"	"25010"	"Kansas"	"20"	"2007"	"2007"	638	2783785	22.0	22.9
	"Melanoma of the Skin"	"25010"	"Kansas"	"20"	"2008"	"2008"	710	2808076	24.3	25.3
	"Melanoma of the Skin"	"25010"	"Kansas"	"20"	"2009"	"2009"	727	2832704	24.0	25.7
	"Melanoma of the Skin"	"25010"	"Kansas"	"20"	"2010"	"2010"	719	2858825	24.0	25.2
	"Melanoma of the Skin"	"25010"	"Kansas"	"20"	"2011"	"2011"	749	2872711	24.9	26.1
	"Melanoma of the Skin"	"25010"	"Kansas"	"20"	"2012"	"2012"	758	2891541	24.6	26.2
	"Melanoma of the Skin"	"25010"	"Kansas"	"20"	"2013"	"2013"	766	2902190	24.5	26.4
	"Melanoma of the Skin"	"25010"	"Kansas"	"20"	"2014"	"2014"	805	2912032	25.5	27.6
	"Melanoma of the Skin"	"25010"	"Kansas"	"20"	"2015"	"2015"	884	2923211	27.7	30.2
	"Melanoma of the Skin"	"25010"	"Kansas"	"20"	"2016"	"2016"	890	2927628	27.9	30.4
	"Melanoma of the Skin"	"25010"	"Kansas"	"20"	"2017"	"2017"	975	2927546	29.8	33.3
	"Melanoma of the Skin"	"25010"	"Kansas"	"20"	"2018"	"2018"	910	2931560	28.0	31.0
	"Melanoma of the Skin"	"25010"	"Kansas"	"20"	"2019"	"2019"	998	2933672	30.1	34.0
	"Melanoma of the Skin"	"25010"	"Kansas"	"20"	"2020"	"2020"	813	2937919	24.0	27.7
